RD,STNUM,STDIR,STREET,DISTRICT,DATEOCC,TIME,PRIMARY_CLASS,SECONDARY_CLASS,RECOVERED_I
HW422874,7XX,E,47TH ST,2,24-Aug-13,5:30 PM,THEFT,$500 AND UNDER,N
HW428058,14XX,W,FARGO AVE,24,24-Aug-13,8:30 PM,THEFT,$500 AND UNDER,N
HW427430,12XX,N,LA SALLE DR,18,24-Aug-13,9:00 PM,THEFT,$500 AND UNDER,N
HW423112,16XX,E,55TH ST,2,25-Aug-13,12:00 AM,THEFT,$500 AND UNDER,N
HW423001,52XX,W,GLADYS AVE,15,25-Aug-13,12:01 AM,THEFT,$500 AND UNDER,N
HW422871,28XX,W,LOGAN BLVD,14,25-Aug-13,1:00 AM,THEFT,$500 AND UNDER,N
HW422698,36XX,W,ARMITAGE AVE,25,25-Aug-13,4:00 AM,THEFT,$500 AND UNDER,N
HW422942,16XX,W,93RD PL,22,25-Aug-13,9:45 AM,THEFT,OVER $500,N
HW423022,5XX,W,EUGENIE ST,18,25-Aug-13,10:00 AM,THEFT,OVER $500,N
HW423597,32XX,W,FULLERTON AVE,14,25-Aug-13,12:00 PM,THEFT,OVER $500,N
HW423132,16XX,W,JONQUIL TER,24,25-Aug-13,12:00 PM,THEFT,$500 AND UNDER,N
HW424403,6XX,N,LAKE SHORE DR,18,25-Aug-13,12:15 PM,THEFT,OVER $500,N
HW424483,55XX,N,HARLEM AVE,16,25-Aug-13,1:30 PM,THEFT,OVER $500,N
HW423857,58XX,N,CUMBERLAND AVE,16,25-Aug-13,2:00 PM,THEFT,$500 AND UNDER,N
HW423683,40XX,N,LAPORTE AVE,16,25-Aug-13,3:00 PM,THEFT,$500 AND UNDER,N
HW423451,55XX,W,LE MOYNE ST,25,25-Aug-13,4:40 PM,THEFT,OVER $500,N
HW423451,55XX,W,LE MOYNE ST,25,25-Aug-13,4:40 PM,THEFT,OVER $500,N
HW424828,16XX,N,WELLS ST,18,25-Aug-13,7:00 PM,THEFT,OVER $500,N
HW424828,16XX,N,WELLS ST,18,25-Aug-13,7:00 PM,THEFT,OVER $500,N
HW424828,16XX,N,WELLS ST,18,25-Aug-13,7:00 PM,THEFT,OVER $500,N
HW423634,1XX,N,MICHIGAN AVE,1,25-Aug-13,7:49 PM,THEFT,$500 AND UNDER,N
HW425838,33XX,W,SCHUBERT AVE,14,25-Aug-13,8:00 PM,THEFT,$500 AND UNDER,N
HW424068,7XX,N,ADA ST,12,25-Aug-13,9:00 PM,THEFT,OVER $500,N
HW426353,34XX,N,HARDING AVE,17,26-Aug-13,12:00 AM,THEFT,$500 AND UNDER,N
HW425606,80XX,S,BISHOP ST,6,26-Aug-13,12:00 AM,THEFT,OVER $500,N
HW425606,80XX,S,BISHOP ST,6,26-Aug-13,12:00 AM,THEFT,OVER $500,N
HW425606,80XX,S,BISHOP ST,6,26-Aug-13,12:00 AM,THEFT,OVER $500,N
HW424440,14XX,W,CHESTNUT ST,12,26-Aug-13,12:00 AM,THEFT,$500 AND UNDER,N
HW423911,70XX,S,LOWE AVE,7,26-Aug-13,1:00 AM,THEFT,$500 AND UNDER,N
HW433092,5XX,W,SURF ST,19,26-Aug-13,2:00 AM,THEFT,$500 AND UNDER,N
HW429022,28XX,N,MILWAUKEE AVE,14,26-Aug-13,8:00 AM,THEFT,$500 AND UNDER,N
HW429092,24XX,N,HALSTED ST,19,26-Aug-13,8:30 AM,THEFT,$500 AND UNDER,N
HW428939,16XX,N,SAWYER AVE,14,26-Aug-13,9:00 AM,THEFT,$500 AND UNDER,N
HW425584,30XX,W,SHERWIN AVE,24,26-Aug-13,9:00 AM,THEFT,$500 AND UNDER,N
HW425750,70XX,N,RAVENSWOOD AVE,24,26-Aug-13,10:00 AM,THEFT,$500 AND UNDER,N
HW424344,18XX,N,WINCHESTER AVE,14,26-Aug-13,11:00 AM,THEFT,OVER $500,N
HW424345,45XX,S,PULASKI RD,8,26-Aug-13,11:15 AM,THEFT,$500 AND UNDER,N
HW424775,17XX,W,HOWARD ST,24,26-Aug-13,3:00 PM,THEFT,$500 AND UNDER,N
HW425698,11XX,N,DAMEN AVE,12,26-Aug-13,6:00 PM,THEFT,$500 AND UNDER,N
HW473761,56XX,S,UNIVERSITY AVE,2,26-Aug-13,8:00 PM,THEFT,$500 AND UNDER,N
HW425306,19XX,W,IRVING PARK RD,19,26-Aug-13,9:30 PM,THEFT,$500 AND UNDER,N
HW426355,21XX,N,SHEFFIELD AVE,18,27-Aug-13,12:00 AM,THEFT,OVER $500,N
HW425519,10XX,N,HONORE ST,12,27-Aug-13,1:00 AM,THEFT,$500 AND UNDER,N
HW426032,59XX,N,MAGNOLIA AVE,20,27-Aug-13,3:00 AM,THEFT,OVER $500,N
HW425488,9XX,W,BARRY AVE,19,27-Aug-13,5:40 AM,THEFT,$500 AND UNDER,N
HW426633,10XX,N,WOOD ST,12,27-Aug-13,7:30 AM,THEFT,OVER $500,N
HW429950,53XX,S,ELLIS AVE,2,27-Aug-13,10:00 AM,THEFT,$500 AND UNDER,N
HW427742,18XX,W,BERTEAU AVE,19,27-Aug-13,2:30 PM,THEFT,$500 AND UNDER,N
HW426202,22XX,N,WESTERN AVE,14,27-Aug-13,4:28 PM,THEFT,$500 AND UNDER,N
HW426487,3XX,W,GRAND AVE,18,27-Aug-13,5:20 PM,THEFT,OVER $500,N
HW426430,33XX,W,WARREN BLVD,11,27-Aug-13,5:30 PM,THEFT,$500 AND UNDER,N
HW426346,91XX,S,PAXTON AVE,4,27-Aug-13,6:00 PM,THEFT,$500 AND UNDER,N
HW426680,26XX,W,ROSEMONT AVE,24,27-Aug-13,6:30 PM,THEFT,OVER $500,N
HW426470,14XX,N,DAMEN AVE,14,27-Aug-13,6:45 PM,THEFT,OVER $500,N
HW434328,22XX,N,CLYBOURN AVE,18,27-Aug-13,7:00 PM,THEFT,OVER $500,N
HW426692,31XX,S,ASHLAND AVE,9,27-Aug-13,9:40 PM,THEFT,$500 AND UNDER,N
HW427000,44XX,S,SHIELDS AVE,9,28-Aug-13,12:00 AM,THEFT,$500 AND UNDER,N
HW432719,40XX,N,MOZART ST,17,28-Aug-13,12:05 AM,THEFT,$500 AND UNDER,N
HW426827,3XX,N,LOOMIS ST,12,28-Aug-13,1:00 AM,THEFT,OVER $500,N
HW428549,1XX,W,JACKSON BLVD,1,28-Aug-13,8:00 AM,THEFT,$500 AND UNDER,N
HW451450,67XX,N,CLARK ST,24,28-Aug-13,8:30 AM,THEFT,OVER $500,N
HW428164,11XX,W,EDDY ST,19,28-Aug-13,10:30 AM,THEFT,$500 AND UNDER,N
HW427663,19XX,S,LEAVITT ST,12,28-Aug-13,12:00 PM,THEFT,$500 AND UNDER,N
HW427356,35XX,N,LAKEWOOD AVE,19,28-Aug-13,12:45 PM,THEFT,$500 AND UNDER,N
HW427679,1XX,S,MICHIGAN AVE,1,28-Aug-13,1:00 PM,THEFT,OVER $500,N
HW427660,1XX,W,NORTH AVE,18,28-Aug-13,3:15 PM,THEFT,OVER $500,N
HW427711,15XX,W,JUNEWAY TER,24,28-Aug-13,4:30 PM,THEFT,$500 AND UNDER,N
HW435776,2XX,W,MENOMONEE ST,18,28-Aug-13,5:30 PM,THEFT,$500 AND UNDER,N
HW429064,3XX,W,OLD TOWN CT,18,28-Aug-13,6:30 PM,THEFT,OVER $500,N
HW428606,2XX,E,CHICAGO AVE,18,28-Aug-13,8:00 PM,THEFT,OVER $500,N
HW429327,8XX,N,LA SALLE DR,18,28-Aug-13,9:00 PM,THEFT,$500 AND UNDER,N
HW428534,17XX,W,WABANSIA AVE,14,28-Aug-13,9:00 PM,THEFT,OVER $500,N
HW428859,64XX,S,KENWOOD AVE,3,28-Aug-13,10:00 PM,THEFT,OVER $500,N
HW428240,17XX,W,BELMONT AVE,19,28-Aug-13,10:00 PM,THEFT,OVER $500,N
HW428578,26XX,W,WILSON AVE,19,28-Aug-13,10:30 PM,THEFT,OVER $500,N
HW428432,26XX,S,SAWYER AVE,10,29-Aug-13,3:00 AM,THEFT,$500 AND UNDER,N
HW430234,XX,E,MONROE ST,1,29-Aug-13,6:00 AM,THEFT,OVER $500,N
HW474147,55XX,N,PAULINA ST,20,29-Aug-13,9:00 AM,THEFT,$500 AND UNDER,N
HW432161,11XX,S,RACINE AVE,12,29-Aug-13,3:00 PM,THEFT,$500 AND UNDER,N
HW429082,55XX,W,CHICAGO AVE,15,29-Aug-13,3:15 PM,THEFT,OVER $500,N
HW429068,35XX,N,CICERO AVE,16,29-Aug-13,3:51 PM,THEFT,$500 AND UNDER,N
HW431986,25XX,N,LINCOLN AVE,19,29-Aug-13,7:00 PM,THEFT,OVER $500,N
HW429544,64XX,W,FULLERTON AVE,25,29-Aug-13,7:00 PM,THEFT,$500 AND UNDER,N
HW439761,5XX,W,OAK ST,18,29-Aug-13,7:00 PM,THEFT,$500 AND UNDER,N
HW429677,55XX,W,HENDERSON ST,16,29-Aug-13,8:00 PM,THEFT,$500 AND UNDER,N
HW435495,2XX,W,MENOMONEE ST,18,29-Aug-13,9:00 PM,THEFT,$500 AND UNDER,N
HW430113,22XX,N,LINCOLN AVE,18,29-Aug-13,9:20 PM,THEFT,OVER $500,N
HW430811,25XX,W,CERMAK RD,10,29-Aug-13,9:30 PM,THEFT,$500 AND UNDER,N
HW430020,31XX,W,BELMONT AVE,17,30-Aug-13,12:30 AM,THEFT,OVER $500,N
HW430208,15XX,N,KEDZIE AVE,14,30-Aug-13,1:00 AM,THEFT,$500 AND UNDER,N
HW430208,15XX,N,KEDZIE AVE,14,30-Aug-13,1:00 AM,THEFT,$500 AND UNDER,N
HW430564,8XX,W,WELLINGTON AVE,19,30-Aug-13,6:40 AM,THEFT,$500 AND UNDER,N
HW430836,2XX,S,WACKER DR,1,30-Aug-13,8:30 AM,THEFT,$500 AND UNDER,N
HW430176,102XX,S,HOYNE AVE,22,30-Aug-13,9:00 AM,THEFT,$500 AND UNDER,N
HW438847,23XX,S,CANAL ST,9,30-Aug-13,10:00 AM,THEFT,$500 AND UNDER,N
HW430432,22XX,N,LINCOLN PARK WEST,18,30-Aug-13,2:00 PM,THEFT,OVER $500,N
HW430432,22XX,N,LINCOLN PARK WEST,18,30-Aug-13,2:00 PM,THEFT,OVER $500,N
HW430432,22XX,N,LINCOLN PARK WEST,18,30-Aug-13,2:00 PM,THEFT,OVER $500,N
HW430943,XX,E,112TH PL,5,30-Aug-13,5:00 PM,THEFT,$500 AND UNDER,N
HW432018,14XX,W,72ND PL,7,30-Aug-13,5:30 PM,THEFT,$500 AND UNDER,N
HW434909,30XX,N,ELBRIDGE AVE,14,30-Aug-13,6:00 PM,THEFT,$500 AND UNDER,N
HW434470,18XX,W,GRAND AVE,12,30-Aug-13,7:00 PM,THEFT,OVER $500,N
HW432933,36XX,N,LINCOLN AVE,19,30-Aug-13,7:45 PM,THEFT,OVER $500,N
HW431756,13XX,W,WELLINGTON AVE,19,31-Aug-13,1:30 AM,THEFT,OVER $500,N
HW432185,XX,S,RIVERSIDE PLZ,1,31-Aug-13,5:30 AM,THEFT,OVER $500,N
HW435673,33XX,W,DIVISION ST,14,31-Aug-13,6:30 AM,THEFT,OVER $500,N
HW433366,59XX,W,CORTLAND ST,25,31-Aug-13,12:00 PM,THEFT,$500 AND UNDER,N
HW434759,4XX,W,DICKENS AVE,18,31-Aug-13,6:00 PM,THEFT,OVER $500,N
HW432364,25XX,N,CLARK ST,19,31-Aug-13,9:30 PM,THEFT,OVER $500,N
HW433344,10XX,S,RACINE AVE,12,1-Sep-13,3:00 AM,THEFT,$500 AND UNDER,N
HW433472,33XX,W,63RD ST,8,1-Sep-13,3:29 AM,THEFT,$500 AND UNDER,N
HW433472,33XX,W,63RD ST,8,1-Sep-13,3:29 AM,THEFT,$500 AND UNDER,N
HW433472,33XX,W,63RD ST,8,1-Sep-13,3:29 AM,THEFT,$500 AND UNDER,N
HW437249,23XX,S,WHIPPLE ST,10,1-Sep-13,6:00 AM,THEFT,$500 AND UNDER,N
HW432823,55XX,N,LINCOLN AVE,20,1-Sep-13,8:50 AM,THEFT,$500 AND UNDER,N
HW436583,25XX,W,THOMAS ST,12,1-Sep-13,3:00 PM,THEFT,$500 AND UNDER,N
HW434272,32XX,W,55TH ST,8,1-Sep-13,4:00 PM,THEFT,$500 AND UNDER,N
HW435222,21XX,W,GIDDINGS ST,19,1-Sep-13,7:00 PM,THEFT,$500 AND UNDER,N
HW434438,12XX,N,ARTESIAN AVE,14,2-Sep-13,12:00 AM,THEFT,$500 AND UNDER,N
HW433858,26XX,N,KEDZIE AVE,14,2-Sep-13,1:25 AM,THEFT,$500 AND UNDER,N
HW434724,57XX,S,HARPER AVE,2,2-Sep-13,9:00 AM,THEFT,OVER $500,N
HW434095,9XX,N,NOBLE ST,12,2-Sep-13,9:30 AM,THEFT,$500 AND UNDER,N
HW449721,5XX,N,SACRAMENTO BLVD,12,2-Sep-13,10:00 AM,THEFT,OVER $500,N
